filename	caseID	cite	description	date	type	position
Case_6020_021	6020	2003 WL 399094 	 Brief of Amici Curiae Columbia University, Cornell University, Georgetown University, Rice University and Vanderbilt University in Support of Respondents 	Feb. 13, 2003	Amicus Curiae	Respondent
Case_6020_022	6020	2003 WL 536749 	 Brief Amici Curiae of the American Jewish Committee; Central Conference of American Rabbis; Hadassah; National Conference for Community and Justice; National Council of Jewish Women; Progressive Jewish Alliance; Union of American Hebrew Congregations ; and Women of Reform Judaism, The Federation of Temple Sisterhoods in Support of Respondents 	Feb. 14, 2003	Amicus Curiae	Respondent
Case_6020_023	6020	2003 WL 402220 	 Amicus Curiae Brief of Northeastern University Supporting the Respondents 	Feb. 14, 2003	Amicus Curiae	Respondent
Case_6020_024	6020	2003 WL 401912 	 Brief of Amicus Curiae State of New Jersey in Support of Respondents 	Feb. 14, 2003	Amicus Curiae	Respondent
Case_6020_025	6020	2003 WL 400443 	 Brief Amici Curiae of The National Coalition of Blacks for Reparations in America N'Cobra and The National Conference of Black Lawyers NCBL in Support of Respondents	Feb. 14, 2003	Amicus Curiae	Respondent
Case_6020_026	6020	2003 WL 400140 	 Brief of Amici Curiae National Asian Pacific American Legal Consortium, Asian Law Caucus, Asian Pacific American Legal Center, et al., in Support of Respondents 	Feb. 14, 2003	Amicus Curiae	Respondent
Case_6020_027	6020	2003 WL 399363 	 Brief of Amicus Curiae Michigan Governor Jennifer M. Granholm 	Feb. 14, 2003	Amicus Curiae	undeclared
Case_6020_028	6020	2003 WL 399226 	 Brief Amici Curiae Human Rights Advocates and the University of Minnesota Human Rights Center in Support of Respondents 	Feb. 14, 2003	Amicus Curiae	Respondent
Case_6020_029	6020	2003 WL 399078 	 Brief of Carnegie Mellon University and 37 Fellow Private Colleges and Universities as Amicus Curiae in Support of Respondents American University Belmont University Boston College Brandeis University Bucknell University California Institute of Techn ology Carnegie Mellon University Case Western Reserve University College of the Holy Cross DePaul University Dickinson College Drexel University Duquesne University of the Holy Spirit Elizabethtown College Emory University Fairleigh Dickinson Univer 	Feb. 14, 2003	Amicus Curiae	Respondent
Case_6020_030	6020	2003 WL 399075 	 Brief of Amherst, Barnard, Bates, Bowdoin, Bryn Mawr, Carleton, Colby, Connecticut, Davidson, Franklin & Marshall, Hamilton, Hampshire, Haverford, Macalester, Middlebury, Mount Holyoke, Oberlin, Pomona, Sarah Lawrence, Smith, Swarthmore, Trinity, Vas sar, Wellesley, and Williams Colleges, and Colgate, Wesleyan and Tufts Universities, Amici Curiae, Supporting Respondents 	Feb. 14, 2003	Amicus Curiae	Respondent
Case_6020_031	6020	2003 WL 554414 	 Brief of Amici Curiae Media Companies in Support of Respondents 	Feb. 18, 2003	Amicus Curiae	Respondent
Case_6020_032	6020	2003 WL 554406 	 Brief Amicus Curiae of the Black Women Lawyers Association of Greater Chicago, Inc., in Support of Respondents 	Feb. 18, 2003	Amicus Curiae	Respondent
Case_6020_033	6020	2003 WL 536740 	 Brief of Latino Organizations as Amici Curiae in Support of Respondents 	Feb. 18, 2003	Amicus Curiae	Respondent
Case_6020_034	6020	2003 WL 402237 	 Brief for Respondents 	Feb. 18, 2003	Litigant	Respondent
Case_6020_035	6020	2003 WL 402218 	 Brief Amicus Curiae of the College Board in Support of Respondents 	Feb. 18, 2003	Amicus Curiae	Respondent
Case_6020_036	6020	2003 WL 402203 	 Brief for the Bay Mills Indian Community, Grand Traverse Band of Ottawa and Chippewa Indians, Hannahville Indian Community, Keweenaw Bay Indian Community, Lac Vieux Desert Band or Lake Superior Chippewa Indians, Little River Band of Ottawa Indians, L ittle Traverse Bay Bands of Odawa Indians, Match-E-Be-Nash-She-Wish Band of Pottawatomi Indians of Michigan, Nottawaseppi Huron Band of Potawatomi, Oneida Tribe of Indians of Wisconsin, Sault Ste. Marie Tribe of Chippewa Indians, and Michigan Indian 	Feb. 18, 2003	Amicus Curiae	Respondent
Case_6020_037	6020	2003 WL 402142 	 Brief of the Authors of the Texas Ten Percent Plan as Amicus Curiae in Support of Respondents 	Feb. 18, 2003	Amicus Curiae	Respondent
Case_6020_038	6020	2003 WL 402140 	 Brief of Members of the United States Congress as Amici Curiae in Support of Respondents 	Feb. 18, 2003	Amicus Curiae	Respondent
Case_6020_039	6020	2003 WL 402134 	 Brief of the American Educational Research Association, The Association of American Colleges and Universities, and The American Association for Higher Education as Amici Curiae in Support of Respondents 	Feb. 18, 2003	Amicus Curiae	Respondent
Case_6020_040	6020	2003 WL 402131 	 Brief for the United Negro College Fund and Kappa Alpha PSI as Amici Curiae in Support of Respondents 	Feb. 18, 2003	Amicus Curiae	Respondent
Case_6020_041	6020	2003 WL 402129 	 Brief of Social Scientists Glenn C. Loury, Nathan Glazer, John F. Kain, Thomas J. Kane, Douglas Massey, Marta Tienda and Brian Bucks as Amici Curiae in Support of Respondents 	Feb. 18, 2003	Amicus Curiae	Respondent
Case_6020_042	6020	2003 WL 401532 	 Brief of the New America Alliance as Amicus Curiae Supporting the Respondents 	Feb. 18, 2003	Amicus Curiae	Respondent
Case_6020_043	6020	2003 WL 401105 	 Brief of the National Urban League, The Southern Christian Leadership Conference of Los Angeles, and The National Rainbow/Push Coalition as Amici Curiae in Support of Respondents 	Feb. 18, 2003	Amicus Curiae	Respondent
Case_6020_044	6020	2003 WL 400774 	 Brief Amicus Curiae of the National Education Association, et al., in Support of Respondents 	Feb. 18, 2003	Amicus Curiae	Respondent
Case_6020_045	6020	2003 WL 399220 	 Brief of Harvard University, Brown University, The University of Chicago, Dartmouth College, Duke University, The University of Pennsylvania, Princeton University, and Yale University as Amici Curiae Supporting Respondents 	Feb. 18, 2003	Amicus Curiae	Respondent
Case_6020_046	6020	2003 WL 399096 	 Brief of General Motors Corporation as Amicus Curiae in Support of Respondents 	Feb. 18, 2003	Amicus Curiae	Respondent
Case_6020_047	6020	2003 WL 399093 	 Brief of Amici Curiae City of Philadelphia, Pennsylvania, City of Cleveland, Ohio and the National Conference of Black Mayors, Inc. in Support of Respondents 	Feb. 18, 2003	Amicus Curiae	Respondent
Case_6020_048	6020	2003 WL 399066 	 Brief of the University of Pittsburgh, Temple University, Wayne State University, and the University of Arizona as Amici Curiae in Support of Respondents 	Feb. 18, 2003	Amicus Curiae	Respondent
Case_6020_049	6020	2003 WL 399056 	 Brief for Amici Curiae 65 Leading American Businesses in Support of Respondents 	Feb. 18, 2003	Amicus Curiae	Respondent
Case_6020_050	6020	2003 WL 398376 	 Brief of John Conyers, Jr., Member of Congress; John D. Dingell, Member of Congress; Charles B. Rangel, Member of Congress; Fortney Pete Stark, Member of Congress; Edward J. Markey, Member of Congress; George Miller, Member of Congress; Dale E. Kilde e, Member of Congress; Martin Frost, Member of Congress; Robert T. Matsui, Member of Congress; Martin Olav Sabo, Member of Congress; Barney Frank, Member of Congress; Steny H. Hoyer, Member of Congress; et al., as Amici Curiae in Support of Responde 	Feb. 18, 2003	Amicus Curiae	respondent
Case_6020_051	6020	2003 WL 398321 	 Brief Amicus Curiae of the American Psychological Association in Support of Respondents 	Feb. 18, 2003	Amicus Curiae	Respondent
Case_6020_052	6020	2003 WL 367216 	 Brief for the Patterson Respondents 	Feb. 18, 2003	Litigant	Respondent
Case_6020_053	6020	2003 WL 367215 	 Brief of Amici Curiae Massachusetts Institute of Technology, Leland Stanford Junior University, E.I. Du Pont De Nemours and Company, International Business Machines Corp., National Academy of Sciences, National Academy of Engineering, National Action Council for Minorities in Engineering, Inc., in Support of Respondents 	Feb. 18, 2003	Amicus Curiae	Respondent
Case_6020_054	6020	2003 WL 367213 	 Brief of Howard University as Amicus Curiae in Support of Respondents 	Feb. 18, 2003	Amicus Curiae	Respondent
Case_6020_055	6020	2003 WL 538556 	 Brief of the States of Maryland, New York, Arizona, California, Colorado, Connecticut, Illinois, Iowa, Maine, Massachusetts, Minnesota, Montana, New Mexico, North Carolina, Oklahoma, Oregon, Rhode Island, Vermont, Washington, West Virginia, Wisconsin , and the Territory of the U.S. Virgin Islands as Amici Curiae in Support of Respondents 	Feb. 19, 2003	Amicus Curiae	Respondent
Case_6020_056	6020	2003 WL 537919 	 Brief of New York City Council Speaker A. Gifford Miller, New York City Council Members Bill de Blasio, Helen Foster, Hiram Monserrate, Charles Barron, William Perkins, Joel Rivera, Leroy G. Comrie and other Individual Members of the New York City Co uncil as Amici Curiae in Support of Respondents 	Feb. 19, 2003	Amicus Curiae	Respondent
Case_6020_057	6020	2003 WL 536770 	 Brief of the Leadership Conference on Civil Rights and the LCCR Education Fund as Amici Curiae in Support of Respondents 	Feb. 19, 2003	Amicus Curiae	Respondent
Case_6020_058	6020	2003 WL 536743 	 Brief Amicus Curiae of American Federation of Labor & Congress of Industrial Organizations in Support of Respondents 	Feb. 19, 2003	Amicus Curiae	Respondent
Case_6020_059	6020	2003 WL 402138 	 Brief of Amici Curiae the Lawyers' Committee for Civil Rights Under Law, National Association for the Advancement of Colored People, Minority Business Enterprise Legal Defense and Education Fund, Inc., National Women's Law Center, National Partnershi p for Women & Families, Coalition of Bar Associations of Color, and Sigma Pi Phi Fraternity in Support of Respondents 	Feb. 19, 2003	Amicus Curiae	Respondent
Case_6020_060	6020	2003 WL 401027 	 Brief of Amici Curiae National School Boards Association, et al., in Support of Respondents 	Feb. 19, 2003	Amicus Curiae	Respondent
Case_6020_061	6020	2003 WL 1787554 	 Consolidated Brief of Lt. Gen. Julius W. Becton, Jr., Adm. Dennis Blair, Maj. Gen. Charles Bolden, Hon. James M. Cannon, Lt. Gen. Daniel W. Christman, Gen. Wesley K. Clark, Sen. Max Cleland, Adm. Archie Clemins, Hon. William Cohen, Adm. William J. Cr owe, Gen. Ronald R. Fogleman, Lt. Gen. Howard D. Graves, Gen. Joseph P. Hoar, Sen. Robert J. Kerrey et al. as Amici Curiae in Support of Respondents 	Feb. 21, 2003	Amicus Curiae	Respondent
Case_6020_062	6020	2003 WL 554411 	 Motion for Leave to File Amicus Curiae Brief and Brief of Exxon Mobil Corporation as Amicus Curiae in Support of Neither Party 	Feb. 24, 2003	Amicus Curiae	undeclared
Case_6020_063	6020	2003 WL 1339512 	 Motion for Leave to File Brief Amicus Curiae Out of Time and Brief of BP America Incorporated as Amicus Curiae in Support of Neither Party 	Mar. 17, 2003	Amicus Curiae	undeclared
Case_6020_064	6020	2003 WL 1610798 	 Petitioners' Reply Brief 	Mar. 24, 2003	Litigant	Petitioner
Case_6020_065	6020	2003 WL 1785765 	 Motion for Leave to File Brief Amicus Curiae Out of Time and Brief of MTV Networks in Support of Respondents 	Mar. 28, 2003	Amicus Curiae	Respondent
Case_6020_066	6020	2003 WL 1728816	 Oral Argument 	Apr. 01, 2003	NA	NA
